"Date","icu_covid","icu_pui","icu_other","icu_available","non_icu_covid","non_icu_pui","non_icu_other","non_icu_available","vents_pts","vents_available","covid_new","covid_total","pui_total","covid_total_7davg","pui_total_7davg","covid_pct_7davg","covid_pui_pct_7davg","other_total","available_total","icu_covid_pct_7davg","icu_covid_pui_pct_7davg","non_icu_covid_pct_7davg","non_icu_covid_pui_pct_7davg","cap_pct_7davg_total","icu_cap_pct_7davg","non_icu_cap_pct_7davg","icu_covid_pct","non_icu_covid_pct","icu_cap_pct_1day","non_icu_cap_pct_1day","icu_total_patients","icu_typical_capacity","typical_icu_occupied_pct","non_icu_total_patients","non_icu_typical_capacity","typical_non_icu_occupied_pct","icu_available_under_typical","non_icu_available_under_typical"
"2020/03/27","63","22",,"66","62","52",,"293","95",,,"125","74","125","74","22.0%","36.0%","0","359","42.0%","56.0%","15.0%","28.0%","64.0%","44.0%","72.0%","0.42","0.15","0.44","0.72","85","317","0.27","114","1,754","0.06","66","293"
"2020/03/28","66","30",,"87","75","64",,"403","90",,,"141","94","133","84","21.0%","34.0%","0","490","39.0%","54.0%","14.0%","27.0%","66.0%","46.0%","73.0%","0.36","0.14","0.48","0.74","96","317","0.3","139","1,754","0.08","87","403"
"2020/03/29","69","13",,"91","81","49",,"549","115",,,"150","62","138.66667","76.66667","19.0%","30.0%","0","640","39.0%","52.0%","13.0%","24.0%","70.0%","48.0%","76.0%","0.4","0.12","0.53","0.81","82","317","0.26","130","1,754","0.07","91","549"
"2020/03/30","72","34",,"68","82","74",,"579","110",,,"154","108","142.5","84.5","19.0%","30.0%","0","647","40.0%","54.0%","13.0%","23.0%","70.0%","46.0%","77.0%","0.41","0.11","0.39","0.79","106","317","0.33","156","1,754","0.09","68","579"
"2020/03/31","73","19",,"73","76","68",,"630","107",,,"149","87","143.8","85","18.0%","29.0%","0","703","41.0%","54.0%","12.0%","22.0%","71.0%","46.0%","78.0%","0.44","0.1","0.44","0.81","92","317","0.29","144","1,754","0.08","73","630"
"2020/04/01","82","13",,"70","70","56",,"491","128",,,"152","69","145.16667","82.33333","18.0%","29.0%","0","561","42.0%","55.0%","12.0%","22.0%","71.0%","45.0%","78.0%","0.5","0.11","0.42","0.8","95","317","0.3","126","1,754","0.07","70","491"
"2020/04/02","75","19",,"71","90","58",,"394","143",,,"165","77","148","81.57143","19.0%","29.0%","0","465","43.0%","55.0%","12.0%","22.0%","71.0%","45.0%","78.0%","0.45","0.17","0.43","0.73","94","317","0.3","148","1,754","0.08","71","394"
"2020/04/03","76","17",,"70","89","54",,"368","145",,,"165","71","153.71429","81.14286","19.0%","29.0%","0","438","43.0%","55.0%","13.0%","22.0%","71.0%","45.0%","78.0%","0.47","0.17","0.43","0.72","93","317","0.29","143","1,754","0.08","70","368"
"2020/04/04","69","15",,"76","99","48",,"336","113",,,"168","63","157.57143","76.71429","20.0%","30.0%","0","412","44.0%","55.0%","14.0%","23.0%","70.0%","45.0%","77.0%","0.43","0.2","0.48","0.7","84","317","0.26","147","1,754","0.08","76","336"
"2020/04/05","72","12",,"136","95","46",,"420","130",,,"167","58","160","76.14286","21.0%","30.0%","0","556","43.0%","53.0%","14.0%","24.0%","70.0%","47.0%","76.0%","0.33","0.17","0.62","0.75","84","317","0.26","141","1,754","0.08","136","420"
"2020/04/06","72","8",,"96","111","56",,"479","166",,,"183","64","164.14286","69.85714","21.0%","31.0%","0","575","43.0%","51.0%","15.0%","25.0%","69.0%","49.0%","75.0%","0.41","0.17","0.55","0.74","80","317","0.25","167","1,754","0.1","96","479"
"2020/04/07","74","11",,"120","115","46",,"661","132",,,"189","57","169.85714","65.57143","22.0%","30.0%","0","781","41.0%","49.0%","16.0%","25.0%","70.0%","51.0%","75.0%","0.36","0.14","0.59","0.8","85","317","0.27","161","1,754","0.09","120","661"
"2020/04/08","73","6",,"88","77","36",,"590","126",,,"150","42","169.57143","61.71429","21.0%","29.0%","0","678","41.0%","48.0%","16.0%","24.0%","71.0%","52.0%","76.0%","0.44","0.11","0.53","0.84","79","317","0.25","113","1,754","0.06","88","590"
"2020/04/09","77","18",,"108","74","52",,"651","141",,,"151","70","167.57143","60.71429","20.0%","28.0%","0","759","40.0%","46.0%","15.0%","22.0%","72.0%","54.0%","78.0%","0.38","0.1","0.53","0.84","95","317","0.3","126","1,754","0.07","108","651"
"2020/04/10","66","5",,"136","89","40",,"824","108",,,"155","45","166.14286","57","19.0%","25.0%","0","960","38.0%","43.0%","13.0%","20.0%","75.0%","57.0%","80.0%","0.32","0.09","0.66","0.86","71","317","0.22","129","1,754","0.07","136","824"
"2020/04/11","69","5",,"96","71","38",,"372","116",,,"140","43","162.14286","54.14286","18.0%","24.0%","0","468","37.0%","42.0%","13.0%","19.0%","76.0%","58.0%","81.0%","0.41","0.15","0.56","0.77","74","317","0.23","109","1,754","0.06","96","372"
"2020/04/12","69","10",,"92","70","38",,"410","105",,,"139","48","158.14286","52.71429","18.0%","24.0%","0","502","38.0%","43.0%","12.0%","19.0%","76.0%","57.0%","81.0%","0.4","0.14","0.54","0.79","79","317","0.25","108","1,754","0.06","92","410"
"2020/04/13","64","19",,"119","84","24",,"923","132",,,"148","43","153.14286","49.71429","16.0%","21.0%","0","1,042","37.0%","43.0%","11.0%","16.0%","79.0%","57.0%","84.0%","0.32","0.08","0.59","0.9","83","317","0.26","108","1,754","0.06","119","923"
"2020/04/14","65","11",,"119","73","29",,"913","132",,,"138","40","145.85714","47.28571","15.0%","20.0%","0","1,032","37.0%","42.0%","10.0%","15.0%","80.0%","58.0%","85.0%","0.33","0.07","0.61","0.9","76","317","0.24","102","1,754","0.06","119","913"
"2020/04/15","64","15",,"108","77","48",,"878","107",,,"141","63","144.57143","50.28571","14.0%","19.0%","0","986","36.0%","42.0%","9.0%","14.0%","81.0%","58.0%","86.0%","0.34","0.08","0.58","0.88","79","317","0.25","125","1,754","0.07","108","878"
"2020/04/16","58","8","122","352","71","28","875","835","132",,"12","137","36","142.57143","45.42857","12.0%","16.0%","997","1,187","27.0%","32.0%","8.0%","11.0%","73.0%","61.0%","76.0%","0.11","0.04","0.65","0.46","188","317","0.59","974","1,754","0.56","129","780"
"2020/04/17","72","9","149","244","67","28","1,020","1,007","132",,"33","149","37","141.71429","44.28571","10.0%","13.0%","1,169","1,251","24.0%","28.0%","6.0%","9.0%","65.0%","58.0%","67.0%","0.15","0.03","0.51","0.47","230","317","0.73","1,115","1,754","0.64","87","639"
"2020/04/18","66","12","140","238","69","15","938","971","123",,"26","143","27","142.14286","42","8.0%","11.0%","1,078","1,209","21.0%","24.0%","5.0%","8.0%","62.0%","57.0%","63.0%","0.14","0.03","0.52","0.49","218","317","0.69","1,022","1,754","0.58","99","732"
"2020/04/19","67","4","139","130","76","15","879","775","133",,"24","143","19","142.71429","37.85714","8.0%","10.0%","1,018","905","19.0%","22.0%","5.0%","7.0%","58.0%","55.0%","59.0%","0.2","0.04","0.38","0.44","210","317","0.66","970","1,754","0.55","107","775"
"2020/04/20","69","6","125","136","79","16","906","697","171",,"29","156","22","143.85714","34.85714","7.0%","9.0%","1,031","833","18.0%","21.0%","4.0%","6.0%","53.0%","52.0%","53.0%","0.21","0.05","0.4","0.41","200","317","0.63","1,001","1,754","0.57","117","697"
"2020/04/21","69","16","150","105","74","17","982","619","170",,"38","144","33","144.71429","33.85714","7.0%","8.0%","1,132","724","17.0%","20.0%","4.0%","6.0%","48.0%","49.0%","48.0%","0.2","0.04","0.31","0.37","235","317","0.74","1,073","1,754","0.61","82","619"
"2020/04/22","67","10","136","123","69","25","873","692","182",,"21","137","35","144.14286","29.85714","6.0%","8.0%","1,009","815","17.0%","19.0%","4.0%","5.0%","45.0%","47.0%","44.0%","0.2","0.04","0.37","0.42","213","317","0.67","967","1,754","0.55","104","692"
"2020/04/23","66","13","144","115","76","12","866","878","165",,"19","143","25","145","28.28571","7.0%","8.0%","1,010","993","18.0%","21.0%","4.0%","5.0%","44.0%","42.0%","44.0%","0.2","0.04","0.34","0.48","223","317","0.7","954","1,754","0.54","94","800"
"2020/04/24","60","15","151","190","70","17","859","959","151",,"22","131","32","142.42857","27.57143","7.0%","8.0%","1,010","1,149","18.0%","21.0%","4.0%","5.0%","44.0%","40.0%","45.0%","0.14","0.04","0.46","0.5","226","317","0.71","946","1,754","0.54","91","808"
"2020/04/25","61","12","137","214","64","19","897","971","180",,"41","126","31","140","28.14286","7.0%","8.0%","1,034","1,185","18.0%","21.0%","4.0%","5.0%","44.0%","40.0%","45.0%","0.14","0.03","0.5","0.5","210","317","0.66","980","1,754","0.56","107","774"
"2020/04/26","65","14","147","184","60","32","880","964","162",,"28","125","46","137.42857","32","6.0%","8.0%","1,027","1,148","18.0%","21.0%","4.0%","5.0%","45.0%","41.0%","46.0%","0.16","0.03","0.45","0.5","226","317","0.71","972","1,754","0.55","91","782"
"2020/04/27","55","10","145","189","59","36","932","890","153",,"33","115","46","131.57143","35.42857","6.0%","8.0%","1,077","1,079","17.0%","20.0%","4.0%","5.0%","46.0%","42.0%","46.0%","0.14","0.03","0.47","0.46","210","317","0.66","1,027","1,754","0.59","107","727"
"2020/04/28","50","6","149","197","65","22","1,051","918","160",,"35","116","28","127.57143","34.71429","6.0%","7.0%","1,200","1,115","16.0%","18.0%","3.0%","5.0%","47.0%","44.0%","47.0%","0.12","0.03","0.49","0.45","205","317","0.65","1,138","1,754","0.65","112","616"
"2020/04/29","45","4","179","170","62","14","928","922","154",,"56","109","18","123.57143","32.28571","5.0%","7.0%","1,107","1,092","14.0%","17.0%","3.0%","4.0%","48.0%","45.0%","48.0%","0.11","0.03","0.43","0.48","228","317","0.72","1,004","1,754","0.57","89","750"
"2020/04/30","43","3","180","179","59","27","929","892","148",,"18","104","30","118","33","5.0%","6.0%","1,109","1,071","13.0%","16.0%","3.0%","4.0%","48.0%","46.0%","48.0%","0.11","0.03","0.44","0.47","226","317","0.71","1,015","1,754","0.58","91","739"
"2020/05/01","36","4","185","182","55","24","1,002","921","147",,"14","93","28","112.57143","32.42857","5.0%","6.0%","1,187","1,103","12.0%","14.0%","3.0%","4.0%","47.0%","46.0%","47.0%","0.09","0.03","0.45","0.46","225","317","0.71","1,081","1,754","0.62","92","673"
"2020/05/02","37","1","176","179","55","20","956","936","153",,"13","94","21","108","31","5.0%","6.0%","1,132","1,115","12.0%","13.0%","3.0%","4.0%","47.0%","45.0%","47.0%","0.09","0.03","0.46","0.48","214","317","0.68","1,031","1,754","0.59","103","723"
"2020/05/03","37","2","179","198","57","17","953","1,013","160",,"8","97","19","104","27.14286","4.0%","6.0%","1,132","1,211","11.0%","12.0%","3.0%","4.0%","47.0%","46.0%","47.0%","0.09","0.03","0.48","0.5","218","317","0.69","1,027","1,754","0.59","99","727"
"2020/05/04","35","1","185","201","54","23","915","978","155",,"8","91","24","100.57143","24","4.0%","5.0%","1,100","1,179","10.0%","11.0%","3.0%","4.0%","47.0%","46.0%","47.0%","0.08","0.03","0.48","0.5","221","317","0.7","992","1,754","0.57","96","762"
"2020/05/05","35","3","163","217","42","11","1,029","945","151",,"5","80","14","95.42857","22","4.0%","5.0%","1,192","1,162","9.0%","10.0%","3.0%","4.0%","48.0%","46.0%","48.0%","0.08","0.02","0.52","0.47","201","317","0.63","1,082","1,754","0.62","116","672"
"2020/05/06","33","2","176","202","40","20","1,015","876","153",,"3","76","22","90.71429","22.57143","4.0%","5.0%","1,191","1,078","9.0%","9.0%","3.0%","4.0%","47.0%","47.0%","47.0%","0.08","0.02","0.49","0.45","211","317","0.67","1,075","1,754","0.61","106","679"
"2020/05/07","29","1","275","192","39","13","969","901","159",,"6","72","14","86.14286","20.28571","4.0%","4.0%","1,244","1,093","8.0%","9.0%","2.0%","3.0%","47.0%","46.0%","47.0%","0.06","0.02","0.39","0.47","305","317","0.96","1,021","1,754","0.58","12","733"
"2020/05/08","30","11","192","173","39","15","1,091","880","163",,"10","73","26","83.28571","20","3.0%","4.0%","1,283","1,053","8.0%","9.0%","2.0%","3.0%","47.0%","46.0%","47.0%","0.07","0.02","0.43","0.43","233","317","0.74","1,145","1,754","0.65","84","609"
"2020/05/09","25","4","179","187","37","20","932","889","151",,"7","66","24","79.28571","20.42857","3.0%","4.0%","1,111","1,076","8.0%","8.0%","2.0%","3.0%","47.0%","46.0%","47.0%","0.06","0.02","0.47","0.47","208","317","0.66","989","1,754","0.56","109","765"
"2020/05/10","25","4","189","184","37","26","850","965","148",,"8","66","30","74.85714","22","3.0%","4.0%","1,039","1,149","7.0%","8.0%","2.0%","3.0%","47.0%","46.0%","47.0%","0.06","0.02","0.46","0.51","218","317","0.69","913","1,754","0.52","99","841"
"2020/05/11","26","4","165","188","35","26","879","958","154",,"10","63","30","70.85714","22.85714","3.0%","4.0%","1,044","1,146","7.0%","8.0%","2.0%","3.0%","47.0%","46.0%","47.0%","0.07","0.02","0.49","0.5","195","317","0.62","940","1,754","0.54","122","814"
"2020/05/12","23","1","181","177","31","22","1,044","919","153",,"6","56","23","67.42857","24.14286","3.0%","4.0%","1,225","1,096","7.0%","8.0%","2.0%","3.0%","47.0%","45.0%","47.0%","0.06","0.02","0.46","0.46","205","317","0.65","1,097","1,754","0.63","112","657"
"2020/05/13","21","5","186","124","33","10","1,061","821","151",,"4","56","15","64.57143","23.14286","3.0%","4.0%","1,247","945","6.0%","7.0%","2.0%","3.0%","46.0%","44.0%","47.0%","0.06","0.02","0.37","0.43","212","317","0.67","1,104","1,754","0.63","105","650"
"2020/05/14","21","1","196","107","26","19","1,079","814","164",,"6","50","20","61.42857","24","3.0%","4.0%","1,275","921","7.0%","8.0%","2.0%","3.0%","46.0%","43.0%","46.0%","0.06","0.01","0.33","0.42","218","317","0.69","1,124","1,754","0.64","99","630"
"2020/05/15","23","0","198","103","22","18","1,071","840","158",,"1","47","18","57.71429","22.85714","3.0%","4.0%","1,269","943","6.0%","7.0%","2.0%","3.0%","45.0%","42.0%","46.0%","0.07","0.01","0.32","0.43","221","317","0.7","1,111","1,754","0.63","96","643"
"2020/05/16","22","3","198","112","25","18","1,084","793","152",,"8","49","21","55.28571","22.42857","2.0%","3.0%","1,282","905","6.0%","7.0%","2.0%","3.0%","44.0%","40.0%","45.0%","0.07","0.01","0.33","0.41","223","317","0.7","1,127","1,754","0.64","94","627"
"2020/05/17","19","3","180","133","24","22","1,064","891","165",,"3","45","25","52.28571","21.71429","2.0%","3.0%","1,244","1,024","6.0%","7.0%","1.0%","2.0%","43.0%","39.0%","44.0%","0.06","0.01","0.4","0.45","202","317","0.64","1,110","1,754","0.63","115","644"
"2020/05/18","17","2","162","142","28","26","1,103","784","157","301","3","46","28","49.85714","21.42857","2.0%","3.0%","1,265","926","6.0%","7.0%","1.0%","2.0%","42.0%","38.0%","43.0%","0.05","0.01","0.44","0.4","181","317","0.57","1,157","1,754","0.66","136","597"
"2020/05/19","15","1","184","134","21","25","1,052","818","153","331","5","37","26","47.14286","21.85714","2.0%","3.0%","1,236","952","6.0%","7.0%","1.0%","2.0%","42.0%","37.0%","42.0%","0.04","0.01","0.4","0.43","200","317","0.63","1,098","1,754","0.63","117","656"
"2020/05/20","15","0","197","122","18","19","1,079","801","153","344","2","34","19","44","22.42857","2.0%","3.0%","1,276","923","6.0%","6.0%","1.0%","2.0%","41.0%","37.0%","42.0%","0.04","0.01","0.37","0.42","212","317","0.67","1,116","1,754","0.64","105","638"
"2020/05/21","15","0","181","105","19","11","1,155","769","148","306","5","35","11","41.85714","21.14286","2.0%","3.0%","1,336","874","6.0%","6.0%","1.0%","2.0%","41.0%","37.0%","42.0%","0.05","0.01","0.35","0.39","196","317","0.62","1,185","1,754","0.68","105","569"
"2020/05/22","18","1","187","98","21","14","1,184","709","156","307","9","39","15","40.71429","20.71429","2.0%","3.0%","1,371","807","5.0%","6.0%","1.0%","2.0%","40.0%","37.0%","41.0%","0.06","0.01","0.32","0.37","206","317","0.65","1,219","1,754","0.69","98","535"
"2020/05/23","17","2","184","113","16","12","1,179","738","151","307","3","33","14","38.42857","19.71429","2.0%","3.0%","1,363","851","5.0%","6.0%","1.0%","2.0%","40.0%","38.0%","41.0%","0.05","0.01","0.36","0.38","203","317","0.64","1,207","1,754","0.69","113","547"
"2020/05/24","15","1","171","131","19","10","1,121","807","148","307","2","34","11","36.85714","17.71429","2.0%","2.0%","1,292","938","5.0%","5.0%","1.0%","2.0%","40.0%","38.0%","40.0%","0.05","0.01","0.41","0.41","187","317","0.59","1,150","1,754","0.66","130","604"
"2020/05/25","14","1","177","134","17","13","1,046","822","151","367","1","31","14","34.71429","15.71429","2.0%","2.0%","1,223","956","5.0%","5.0%","1.0%","2.0%","40.0%","37.0%","40.0%","0.04","0.01","0.41","0.43","192","317","0.61","1,076","1,754","0.61","125","678"
"2020/05/26","14","2","144","120","21","16","1,067","798","149","380","6","35","18","34.42857","14.57143","2.0%","2.0%","1,211","918","5.0%","5.0%","1.0%","2.0%","40.0%","38.0%","40.0%","0.05","0.01","0.43","0.42","160","317","0.5","1,104","1,754","0.63","120","650"
"2020/05/27","12","3","204","125","15","13","1,116","792","154","336","0","27","16","33.42857","14.14286","1.0%","2.0%","1,320","917","5.0%","5.0%","1.0%","2.0%","40.0%","38.0%","40.0%","0.03","0.01","0.36","0.41","219","317","0.69","1,144","1,754","0.65","98","610"
"2020/05/28","13","1","204","116","14","11","1,180","753","147","326","3","27","12","32.28571","14.28571","1.0%","2.0%","1,384","869","5.0%","5.0%","1.0%","2.0%","40.0%","38.0%","40.0%","0.04","0.01","0.35","0.38","218","317","0.69","1,205","1,754","0.69","99","549"
"2020/05/29","13","3","206","124","13","20","1,229","716","160","584","6","26","23","30.42857","15.42857","1.0%","2.0%","1,435","840","4.0%","5.0%","1.0%","2.0%","40.0%","38.0%","40.0%","0.04","0.01","0.36","0.36","222","317","0.7","1,262","1,754","0.72","95","492"
"2020/05/30","12","0","214","118","17","20","1,222","700","144","541","4","29","20","29.85714","16.28571","1.0%","2.0%","1,436","818","4.0%","5.0%","1.0%","2.0%","39.0%","38.0%","40.0%","0.03","0.01","0.34","0.36","226","317","0.71","1,259","1,754","0.72","91","495"
"2020/05/31","10","3","196","135","16","18","1,251","697","139","560","6","26","21","28.71429","17.71429","1.0%","2.0%","1,447","832","4.0%","4.0%","1.0%","2.0%","39.0%","38.0%","39.0%","0.03","0.01","0.39","0.35","209","317","0.66","1,285","1,754","0.73","108","469"
"2020/06/01","9","1","200","130","15","12","1,088","802","146","551","1","24","13","27.71429","17.57143","1.0%","2.0%","1,288","932","4.0%","4.0%","1.0%","2.0%","38.0%","37.0%","39.0%","0.03","0.01","0.38","0.42","210","317","0.66","1,115","1,754","0.64","107","639"
"2020/06/02","10","0","215","118","17","17","1,169","744","154","557","5","27","17","26.57143","17.42857","1.0%","2.0%","1,384","862","3.0%","4.0%","1.0%","2.0%","38.0%","36.0%","38.0%","0.03","0.01","0.34","0.38","225","317","0.71","1,203","1,754","0.69","92","551"
"2020/06/03","8","3","213","114","25","21","1,141","601","149","554","6","33","24","27.42857","18.57143","1.0%","2.0%","1,354","715","3.0%","4.0%","1.0%","2.0%","37.0%","36.0%","37.0%","0.02","0.01","0.34","0.34","224","317","0.71","1,187","1,754","0.68","93","567"
"2020/06/04","14","4","210","89","21","30","1,190","687","138","546","9","35","34","28.57143","21.71429","1.0%","2.0%","1,400","776","3.0%","4.0%","1.0%","2.0%","36.0%","35.0%","37.0%","0.04","0.01","0.28","0.36","228","317","0.72","1,241","1,754","0.71","89","513"
"2020/06/05","18","2","241","127","20","28","1,016","703","144","543","11","38","30","30.28571","22.71429","1.0%","2.0%","1,257","830","3.0%","4.0%","1.0%","2.0%","37.0%","34.0%","37.0%","0.05","0.01","0.33","0.4","261","317","0.82","1,064","1,754","0.61","56","690"
"2020/06/06","16","5","228","125","23","18","1,005","726","147","537","3","39","23","31.71429","23.14286","1.0%","2.0%","1,233","851","3.0%","4.0%","1.0%","2.0%","37.0%","34.0%","38.0%","0.04","0.01","0.33","0.41","249","317","0.79","1,046","1,754","0.6","68","708"
"2020/06/07","15","3","225","140","23","11","1,080","792","144","544","3","38","14","33.42857","22.14286","2.0%","3.0%","1,305","932","4.0%","4.0%","1.0%","2.0%","38.0%","34.0%","39.0%","0.04","0.01","0.37","0.42","243","317","0.77","1,114","1,754","0.64","74","640"
"2020/06/08","19","1","204","146","25","7","912","790","141","596","6","44","8","36.28571","21.42857","2.0%","3.0%","1,116","936","4.0%","5.0%","1.0%","2.0%","38.0%","34.0%","39.0%","0.05","0.01","0.39","0.46","224","317","0.71","944","1,754","0.54","93","790"
"2020/06/09","18","2","223","129","23","8","1,003","725","145","589","5","41","10","38.28571","20.42857","2.0%","3.0%","1,226","854","4.0%","5.0%","1.0%","2.0%","39.0%","34.0%","40.0%","0.05","0.01","0.35","0.41","243","317","0.77","1,034","1,754","0.59","74","720"
"2020/06/10","16","4","224","155","24","9","1,134","754","141","567","7","40","13","39.28571","18.85714","2.0%","3.0%","1,358","909","4.0%","5.0%","1.0%","2.0%","40.0%","35.0%","40.0%","0.04","0.01","0.39","0.39","244","317","0.77","1,167","1,754","0.67","73","587"
"2020/06/11","18","2","237","142","21","18","1,163","721","149","526","3","39","20","39.85714","16.85714","2.0%","3.0%","1,400","863","4.0%","5.0%","1.0%","2.0%","40.0%","36.0%","41.0%","0.05","0.01","0.36","0.37","257","317","0.81","1,202","1,754","0.69","60","552"
"2020/06/12","18","1","218","161","25","9","1,178","736","137","571","6","43","10","40.57143","14","2.0%","2.0%","1,396","897","4.0%","5.0%","1.0%","2.0%","40.0%","37.0%","40.0%","0.05","0.01","0.4","0.38","237","317","0.75","1,212","1,754","0.69","80","542"
"2020/06/13","13","2","235","149","22","8","1,221","722","148","562","4","35","10","40","12.14286","2.0%","2.0%","1,456","871","4.0%","5.0%","1.0%","2.0%","39.0%","38.0%","40.0%","0.03","0.01","0.37","0.37","250","317","0.79","1,251","1,754","0.71","67","503"
"2020/06/14","13","1","223","157","25","9","1,106","683","142","568","3","38","10","40","11.57143","2.0%","2.0%","1,329","840","4.0%","5.0%","1.0%","2.0%","39.0%","38.0%","39.0%","0.03","0.01","0.4","0.37","237","317","0.75","1,140","1,754","0.65","80","614"
"2020/06/15","12","2","211","173","24","12","1,163","761","145","563","5","37","14","39","12.42857","2.0%","2.0%","1,374","934","4.0%","4.0%","1.0%","2.0%","38.0%","39.0%","38.0%","0.03","0.01","0.43","0.39","225","317","0.71","1,199","1,754","0.68","92","555"
"2020/06/16","12","1","212","166","19","15","1,264","689","147","560","1","32","16","37.71429","13.28571","2.0%","2.0%","1,476","855","4.0%","4.0%","1.0%","2.0%","38.0%","40.0%","37.0%","0.03","0.01","0.42","0.35","225","317","0.71","1,298","1,754","0.74","92","456"
"2020/06/17","14","0","222","125","21","20","1,286","679","140","475","9","36","20","37.14286","14.28571","2.0%","2.0%","1,508","804","4.0%","4.0%","1.0%","2.0%","37.0%","39.0%","37.0%","0.04","0.01","0.35","0.34","236","317","0.74","1,327","1,754","0.76","81","427"
"2020/06/18","16","2","212","134","17","12","1,321","660","151","537","5","34","14","36.42857","13.42857","2.0%","2.0%","1,533","794","4.0%","4.0%","1.0%","2.0%","37.0%","39.0%","36.0%","0.04","0.01","0.37","0.33","230","317","0.73","1,350","1,754","0.77","87","404"
"2020/06/19","19","3","222","130","19","14","1,298","629","152","533","9","38","17","35.71429","14.42857","2.0%","2.0%","1,520","759","4.0%","4.0%","1.0%","2.0%","36.0%","39.0%","35.0%","0.05","0.01","0.35","0.32","244","317","0.77","1,331","1,754","0.76","73","423"
"2020/06/20","21","3","200","148","17","17","1,267","689","157","528","6","38","20","36.14286","15.85714","2.0%","2.0%","1,467","837","4.0%","4.0%","1.0%","2.0%","36.0%","39.0%","35.0%","0.06","0.01","0.4","0.35","224","317","0.71","1,301","1,754","0.74","93","453"
"2020/06/21","22","0","193","147","16","14","1,191","739","153","521","8","38","14","36.14286","16.42857","2.0%","2.0%","1,384","886","4.0%","5.0%","1.0%","2.0%","36.0%","39.0%","35.0%","0.06","0.01","0.41","0.38","215","317","0.68","1,221","1,754","0.7","102","533"
"2020/06/22","25","0","193","147","23","8","1,137","773","156","602","16","48","8","37.71429","15.57143","2.0%","2.0%","1,330","920","5.0%","5.0%","1.0%","2.0%","36.0%","39.0%","35.0%","0.07","0.01","0.4","0.4","218","317","0.69","1,168","1,754","0.67","99","586"
"2020/06/23","32","0","192","147","24","12","1,252","680","148","608","14","56","12","41.14286","15","2.0%","2.0%","1,444","827","6.0%","6.0%","1.0%","2.0%","36.0%","38.0%","35.0%","0.09","0.01","0.4","0.35","224","317","0.71","1,288","1,754","0.73","93","466"
"2020/06/24","33","0","204","157","32","11","1,281","658","167","534","16","65","11","45.28571","13.71429","2.0%","3.0%","1,485","815","6.0%","7.0%","1.0%","2.0%","36.0%","39.0%","35.0%","0.08","0.02","0.4","0.33","237","317","0.75","1,324","1,754","0.75","80","430"
"2020/06/25","29","0","234","133","39","13","1,316","625","160","545","13","68","13","50.14286","13.57143","2.0%","3.0%","1,550","758","7.0%","7.0%","1.0%","2.0%","35.0%","38.0%","35.0%","0.07","0.02","0.34","0.31","263","317","0.83","1,368","1,754","0.78","54","386"
"2020/06/26","29","0","219","144","37","11","1,341","619","151","554","13","66","11","54.14286","12.71429","2.0%","3.0%","1,560","763","7.0%","7.0%","1.0%","2.0%","35.0%","39.0%","35.0%","0.07","0.02","0.37","0.31","248","317","0.78","1,389","1,754","0.79","69","365"
"2020/06/27","31","1","216","144","45","10","1,317","637","139","562","6","76","11","59.57143","11.42857","3.0%","3.0%","1,533","781","8.0%","8.0%","2.0%","2.0%","35.0%","38.0%","34.0%","0.08","0.02","0.37","0.32","248","317","0.78","1,372","1,754","0.78","69","382"
"2020/06/28","35","1","211","144","43","12","1,258","701","141","591","19","78","13","65.28571","11.28571","3.0%","3.0%","1,469","845","8.0%","8.0%","2.0%","2.0%","34.0%","38.0%","34.0%","0.09","0.02","0.37","0.35","247","317","0.78","1,313","1,754","0.75","70","441"
"2020/06/29","33","2","214","142","52","10","1,236","684","145","577","15","85","12","70.57143","11.85714","3.0%","3.0%","1,450","826","8.0%","8.0%","2.0%","3.0%","34.0%","37.0%","33.0%","0.08","0.03","0.36","0.35","249","317","0.79","1,298","1,754","0.74","68","456"
"2020/06/30","34","2","227","131","47","7","1,351","599","144","587","5","81","9","74.14286","11.42857","3.0%","4.0%","1,578","730","8.0%","8.0%","2.0%","3.0%","33.0%","36.0%","32.0%","0.09","0.02","0.33","0.3","263","317","0.83","1,405","1,754","0.8","54","349"
"2020/07/01","35","3","219","136","45","12","1,329","594","141","463","10","81","15","76.42857","12","3.0%","4.0%","1,548","730","8.0%","9.0%","2.0%","3.0%","32.0%","35.0%","32.0%","0.09","0.02","0.35","0.3","257","317","0.81","1,386","1,754","0.79","60","368"
"2020/07/02","33","1","220","128","57","14","1,329","603","139","578","9","91","15","79.71429","12.28571","3.0%","4.0%","1,549","731","8.0%","9.0%","2.0%","3.0%","32.0%","35.0%","32.0%","0.09","0.03","0.34","0.3","254","317","0.8","1,400","1,754","0.8","63","354"
"2020/07/03","37","1","210","93","45","14","1,277","504","129","564","12","83","15","82.14286","12.85714","3.0%","4.0%","1,487","597","9.0%","9.0%","2.0%","3.0%","32.0%","34.0%","31.0%","0.11","0.02","0.27","0.27","248","317","0.78","1,336","1,754","0.76","69","418"
"2020/07/04","35","1","195","102","50","11","1,114","613","142","574","11","86","12","83.57143","13","4.0%","4.0%","1,309","715","9.0%","10.0%","2.0%","3.0%","32.0%","33.0%","32.0%","0.11","0.03","0.31","0.34","231","317","0.73","1,175","1,754","0.67","86","579"
